,0,1,2,3
82,m_3008844_ne_16_060_20181204_20190207.tif,https://naipeuwest.blob.core.windows.net/naip/v002/ms/2018/ms_060cm_2018/30088/m_3008844_ne_16_060_20181204_20190207.tif,m_3008844_ne_16_060_20181204,ms_060cm_2018_30088_m_3008844_ne_16_060_20181204_20190207
83,m_3008845_nw_16_060_20181204_20190207.tif,https://naipeuwest.blob.core.windows.net/naip/v002/ms/2018/ms_060cm_2018/30088/m_3008845_nw_16_060_20181204_20190207.tif,m_3008845_nw_16_060_20181204,ms_060cm_2018_30088_m_3008845_nw_16_060_20181204_20190207
84,m_3008844_ne_16_060_20181204_20190207.tif,https://naipblobs.blob.core.windows.net/naip/v002/ms/2018/ms_60cm_2018/30088/m_3008844_ne_16_060_20181204_20190207.tif,m_3008844_ne_16_060_20181204,ms_60cm_2018_30088_m_3008844_ne_16_060_20181204_20190207
85,m_3008845_nw_16_060_20181204_20190207.tif,https://naipblobs.blob.core.windows.net/naip/v002/ms/2018/ms_60cm_2018/30088/m_3008845_nw_16_060_20181204_20190207.tif,m_3008845_nw_16_060_20181204,ms_60cm_2018_30088_m_3008845_nw_16_060_20181204_20190207
86,m_4410801_ne_12_060_20190821.tif,https://naipeuwest.blob.core.windows.net/naip/v002/mt/2019/mt_60cm_2019/44108/m_4410801_ne_12_060_20190821.tif,m_4410801_ne_12_060_20190821,mt_60cm_2019_44108_m_4410801_ne_12_060_20190821
87,m_4410801_nw_12_060_20190821.tif,https://naipeuwest.blob.core.windows.net/naip/v002/mt/2019/mt_60cm_2019/44108/m_4410801_nw_12_060_20190821.tif,m_4410801_nw_12_060_20190821,mt_60cm_2019_44108_m_4410801_nw_12_060_20190821
88,m_4410802_nw_12_060_20190918.tif,https://naipeuwest.blob.core.windows.net/naip/v002/mt/2019/mt_60cm_2019/44108/m_4410802_nw_12_060_20190918.tif,m_4410802_nw_12_060_20190918,mt_60cm_2019_44108_m_4410802_nw_12_060_20190918
89,m_4710432_ne_13_060_20190725.tif,https://naipeuwest.blob.core.windows.net/naip/v002/mt/2019/mt_60cm_2019/47104/m_4710432_ne_13_060_20190725.tif,m_4710432_ne_13_060_20190725,mt_60cm_2019_47104_m_4710432_ne_13_060_20190725
90,m_4710432_ne_13_060_20190725.tif,https://naipeuwest.blob.core.windows.net/naip/v002/nd/2019/nd_60cm_2019/47104/m_4710432_ne_13_060_20190725.tif,m_4710432_ne_13_060_20190725,nd_60cm_2019_47104_m_4710432_ne_13_060_20190725
91,m_4307222_sw_18_060_20190102_20190227.tif,https://naipeuwest.blob.core.windows.net/naip/v002/nh/2018/nh_060cm_2018/43072/m_4307222_sw_18_060_20190102_20190227.tif,m_4307222_sw_18_060_20190102,nh_060cm_2018_43072_m_4307222_sw_18_060_20190102_20190227
92,m_4007309_nw_18_060_20190830.tif,https://naipeuwest.blob.core.windows.net/naip/v002/nj/2019/nj_60cm_2019/40073/m_4007309_nw_18_060_20190830.tif,m_4007309_nw_18_060_20190830,nj_60cm_2019_40073_m_4007309_nw_18_060_20190830
93,m_4007423_se_18_060_20190830.tif,https://naipblobs.blob.core.windows.net/naip/v002/nj/2019/nj_60cm_2019/40074/m_4007423_se_18_060_20190830.tif,m_4007423_se_18_060_20190830,nj_60cm_2019_40074_m_4007423_se_18_060_20190830
94,m_4007423_sw_18_060_20190917.tif,https://naipblobs.blob.core.windows.net/naip/v002/nj/2019/nj_60cm_2019/40074/m_4007423_sw_18_060_20190917.tif,m_4007423_sw_18_060_20190917,nj_60cm_2019_40074_m_4007423_sw_18_060_20190917
95,m_4007424_sw_18_060_20190830.tif,https://naipblobs.blob.core.windows.net/naip/v002/nj/2019/nj_60cm_2019/40074/m_4007424_sw_18_060_20190830.tif,m_4007424_sw_18_060_20190830,nj_60cm_2019_40074_m_4007424_sw_18_060_20190830
96,m_4007430_se_18_060_20190830.tif,https://naipblobs.blob.core.windows.net/naip/v002/nj/2019/nj_60cm_2019/40074/m_4007430_se_18_060_20190830.tif,m_4007430_se_18_060_20190830,nj_60cm_2019_40074_m_4007430_se_18_060_20190830
97,m_4007431_nw_18_060_20190917.tif,https://naipblobs.blob.core.windows.net/naip/v002/nj/2019/nj_60cm_2019/40074/m_4007431_nw_18_060_20190917.tif,m_4007431_nw_18_060_20190917,nj_60cm_2019_40074_m_4007431_nw_18_060_20190917
98,m_4007431_sw_18_060_20190917.tif,https://naipblobs.blob.core.windows.net/naip/v002/nj/2019/nj_60cm_2019/40074/m_4007431_sw_18_060_20190917.tif,m_4007431_sw_18_060_20190917,nj_60cm_2019_40074_m_4007431_sw_18_060_20190917
99,m_4007309_nw_18_060_20190830.tif,https://naipeuwest.blob.core.windows.net/naip/v002/ny/2019/ny_60cm_2019/40073/m_4007309_nw_18_060_20190830.tif,m_4007309_nw_18_060_20190830,ny_60cm_2019_40073_m_4007309_nw_18_060_20190830
100,m_4007423_se_18_060_20190830.tif,https://naipeuwest.blob.core.windows.net/naip/v002/ny/2019/ny_60cm_2019/40074/m_4007423_se_18_060_20190830.tif,m_4007423_se_18_060_20190830,ny_60cm_2019_40074_m_4007423_se_18_060_20190830
