,tile_name,tile_path,tile_dimensions,NW_coordinates_lonlat_tile,SE_coordinates_lonlat_tile
646,m_3210413_ne_13_060_20180614,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3210413_ne_13_060_20180614.tif,"[11271, 11390, 4]","[-104.43953133534986, 32.87670216047104]","[-104.37293589787016, 32.81080255731044]"
647,m_4711954_se_11_060_20190730,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4711954_se_11_060_20190730.tif,"[10687, 11405, 4]","[-119.31796215786498, 47.19060229378107]","[-119.24461732675219, 47.12187527999018]"
648,m_3907515_nw_18_060_20190726,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3907515_nw_18_060_20190726.tif,"[10936, 11134, 4]","[-75.25261372369867, 39.876943127285614]","[-75.18501503878673, 39.810546682525704]"
649,m_4810348_ne_13_060_20180815,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4810348_ne_13_060_20180815.tif,"[10648, 11303, 4]","[-103.06700570266624, 48.377451135513894]","[-102.9954312130735, 48.31002469853868]"
650,m_3910419_ne_13_060_20190912,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3910419_ne_13_060_20190912.tif,"[10982, 11194, 4]","[-104.69011892784634, 39.752012932551544]","[-104.62230991392687, 39.68548824910209]"
651,m_4409316_se_15_060_20190731,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4409316_se_15_060_20190731.tif,"[10967, 11163, 4]","[-93.06585953971116, 44.81571004129565]","[-92.99620235102603, 44.747276003388365]"
652,m_4810204_se_13_060_20180815,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4810204_se_13_060_20180815.tif,"[10730, 11510, 4]","[-102.56767857080763, 48.94027616163914]","[-102.49470660204719, 48.87224972556035]"
653,m_3308411_ne_16_060_20190911,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3308411_ne_16_060_20190911.tif,"[11715, 12007, 4]","[-84.69139752880942, 33.87805660101526]","[-84.62107322778172, 33.80944266946116]"
654,m_4008958_sw_16_060_20190713,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4008958_sw_16_060_20190713.tif,"[11675, 12297, 4]","[-89.88126940451288, 40.06732433088242]","[-89.80579403517444, 39.9956669250873]"
655,m_2709921_sw_14_060_20190104,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_2709921_sw_14_060_20190104.tif,"[11477, 11555, 4]","[-99.50184187575614, 27.689086730432866]","[-99.43569117613352, 27.623382608148873]"
656,m_3908607_sw_16_060_20180728,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3908607_sw_16_060_20180728.tif,"[11428, 11794, 4]","[-86.25422031774919, 39.94114308306117]","[-86.18270668443711, 39.871848901100925]"
657,m_3411955_ne_11_060_20180724,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3411955_ne_11_060_20180724.tif,"[11406, 11684, 4]","[-119.19083975402978, 34.25248788579313]","[-119.12172182018621, 34.18501463102244]"
658,m_3009139_ne_15_060_20190726,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3009139_ne_15_060_20190726.tif,"[11985, 12233, 4]","[-91.1913161729167, 30.503619876822]","[-91.1206324047922, 30.434369200137574]"
659,m_2908910_nw_16_060_20190707,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_2908910_nw_16_060_20190707.tif,"[12115, 12566, 4]","[-89.87994938428184, 29.879124350208727]","[-89.80708544385521, 29.808875741030207]"
660,m_3210219_ne_13_060_20181026,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3210219_ne_13_060_20181026.tif,"[11613, 11858, 4]","[-102.69078574781305, 32.75256459924962]","[-102.62169200580004, 32.684898534287555]"
661,m_3511964_se_11_060_20180713,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3511964_se_11_060_20180713.tif,"[11350, 11620, 4]","[-119.0657622019521, 35.06494803559221]","[-118.99674748522003, 34.997537069055305]"
662,m_3509719_ne_14_060_20190624,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3509719_ne_14_060_20190624.tif,"[11624, 11950, 4]","[-97.69137124593608, 35.75342810566188]","[-97.62057410775033, 35.68456249873803]"
663,m_2908909_nw_16_060_20190707,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_2908909_nw_16_060_20190707.tif,"[12135, 12593, 4]","[-90.00503388026883, 29.879183631083418]","[-89.93200679589457, 29.808812709720858]"
664,m_3408107_nw_17_060_20190702,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3408107_nw_17_060_20190702.tif,"[11411, 11793, 4]","[-81.25347553809922, 35.00281876690907]","[-81.18356745899418, 34.935175349118325]"
665,m_3510023_nw_14_060_20180930,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3510023_nw_14_060_20180930.tif,"[11182, 11400, 4]","[-100.25268502533986, 35.75204694453293]","[-100.1848368299847, 35.685496310945254]"
666,m_4008022_ne_17_060_20190825,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4008022_ne_17_060_20190825.tif,"[11197, 11570, 4]","[-80.31620972072857, 40.753101289098964]","[-80.24572184978898, 40.68488604119166]"
667,m_3208816_se_16_060_20191109,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3208816_se_16_060_20191109.tif,"[11458, 11638, 4]","[-88.06537979346352, 32.81482556166688]","[-87.99715927059204, 32.74766026730076]"
668,m_3108641_se_16_060_20191102,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3108641_se_16_060_20191102.tif,"[11391, 11508, 4]","[-86.93965131012445, 31.314344988988797]","[-86.87277590720174, 31.248149556705005]"
669,m_4310415_nw_13_060_20190711,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4310415_nw_13_060_20190711.tif,"[10819, 11165, 4]","[-104.25327309758963, 43.877256049295724]","[-104.18411697858896, 43.810243249640656]"
670,m_3108809_ne_16_060_20181028,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3108809_ne_16_060_20181028.tif,"[11498, 11700, 4]","[-88.9404570564706, 31.877353294748378]","[-88.87210942445037, 31.81018578253908]"
671,m_3309140_se_15_060_20181121,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3309140_se_15_060_20181121.tif,"[11500, 11743, 4]","[-91.06554986143463, 33.43988138272971]","[-90.99686290939269, 33.37261590312399]"
672,m_3510030_se_14_060_20180930,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3510030_se_14_060_20180930.tif,"[11206, 11425, 4]","[-100.31523570378177, 35.564571693814166]","[-100.2472987039187, 35.49793705765646]"
673,m_3209540_sw_15_060_20181120,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3209540_sw_15_060_20181120.tif,"[11498, 11729, 4]","[-95.12815199446314, 32.439945370533465]","[-95.05942397107609, 32.37257104542424]"
674,m_3708716_se_16_060_20180919,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3708716_se_16_060_20180919.tif,"[11417, 11488, 4]","[-87.06545510858905, 37.81571617420146]","[-86.99658994795533, 37.7472766622493]"
675,m_3609557_nw_15_060_20190904,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3609557_nw_15_060_20190904.tif,"[11783, 12421, 4]","[-96.00578132469047, 36.12933822758827]","[-95.93126854359123, 36.058653075663045]"
676,m_4011110_sw_12_060_20180909,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4011110_sw_12_060_20180909.tif,"[10815, 11074, 4]","[-111.87763003854865, 40.81432305862406]","[-111.80989969654054, 40.74817694479081]"
677,m_4108839_se_16_060_20190914,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4108839_se_16_060_20190914.tif,"[11348, 11638, 4]","[-88.19178023466428, 41.44135547901947]","[-88.12027848793582, 41.37163559243978]"
678,m_4710303_ne_13_060_20190725,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4710303_ne_13_060_20190725.tif,"[10667, 11238, 4]","[-103.69185137878739, 48.002567730590094]","[-103.62061086247364, 47.93494724941162]"
679,m_4207310_se_18_060_20190805,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4207310_se_18_060_20190805.tif,"[10977, 11375, 4]","[-73.81616198383689, 42.81501281815595]","[-73.7462189921167, 42.7475172777022]"
680,m_4410561_sw_13_060_20190726,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4410561_sw_13_060_20190726.tif,"[10700, 10996, 4]","[-105.50302183140991, 44.06459835397607]","[-105.43451693873413, 43.99793770397716]"
681,m_3310258_sw_13_060_20181010,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3310258_sw_13_060_20181010.tif,"[11558, 11803, 4]","[-102.87818859306508, 33.06500119260588]","[-102.80929268885788, 32.997535511795625]"
682,m_4007533_sw_18_060_20191019,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4007533_sw_18_060_20191019.tif,"[11370, 11768, 4]","[-76.00450154915612, 40.441253281196424]","[-75.93255500289337, 40.3717402120657]"
683,m_3910859_ne_12_060_20190828,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3910859_ne_12_060_20190828.tif,"[11443, 11885, 4]","[-108.69190432122979, 39.12811802930673]","[-108.62049660187236, 39.059366167569294]"
684,m_3809016_sw_15_060_20190713,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3809016_sw_15_060_20190713.tif,"[11960, 12550, 4]","[-90.13108064141812, 38.81734396776995]","[-90.05585044435452, 38.745650770966726]"
685,m_2709912_ne_14_060_20190104,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_2709912_ne_14_060_20190104.tif,"[11472, 11561, 4]","[-99.56438745612597, 27.876609496704077]","[-99.49814567271042, 27.81087770625773]"
686,m_3609832_nw_14_060_20190711,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3609832_nw_14_060_20190711.tif,"[11469, 11939, 4]","[-98.12907263541453, 36.628200579928965]","[-98.05785795703521, 36.55978962904489]"
687,m_2709841_se_14_060_20180526,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_2709841_se_14_060_20180526.tif,"[11441, 11501, 4]","[-98.93910584041848, 27.31394406720298]","[-98.87339810919123, 27.248579158921256]"
688,m_4609221_se_15_060_20190731,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4609221_se_15_060_20190731.tif,"[10965, 11313, 4]","[-92.44159507118873, 46.69103485485449]","[-92.370324062607, 46.621956412661234]"
689,m_3110105_nw_14_060_20181113,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3110105_nw_14_060_20181113.tif,"[11577, 11821, 4]","[-101.50336087051899, 32.002603840171346]","[-101.43421494568325, 31.934885293141015]"
690,m_3412004_se_10_060_20180724,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3412004_se_10_060_20180724.tif,"[11534, 11837, 4]","[-120.56604804614486, 34.94017101399168]","[-120.49641097365131, 34.872316641140365]"
691,m_4611956_ne_11_060_20190730,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4611956_ne_11_060_20190730.tif,"[10731, 11361, 4]","[-119.0674934583449, 46.2529852163401]","[-118.99504998801126, 46.18455929761827]"
692,m_4810262_sw_13_060_20180815,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4810262_sw_13_060_20180815.tif,"[10832, 11605, 4]","[-102.38026462205596, 48.065378464990744]","[-102.307137209779, 47.99712243238373]"
693,m_3311806_se_11_060_20180723,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3311806_se_11_060_20180723.tif,"[11293, 11479, 4]","[-118.31510112109481, 33.93955402055797]","[-118.24741970359725, 33.8729693745933]"
694,m_3110103_sw_14_060_20181113,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3110103_sw_14_060_20181113.tif,"[11626, 11876, 4]","[-101.7534991155292, 31.940257216992254]","[-101.68403883056278, 31.872259253814615]"
695,m_2909523_sw_15_060_20181126,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_2909523_sw_15_060_20181126.tif,"[11654, 11841, 4]","[-95.25299499293958, 29.68993676955229]","[-95.18451455403168, 29.62253790514404]"
696,m_4008020_se_17_060_20180701,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4008020_se_17_060_20180701.tif,"[11231, 11570, 4]","[-80.56647078840203, 40.690469146501464]","[-80.49596533597287, 40.62202967629838]"
697,m_4007662_nw_18_060_20191011,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4007662_nw_18_060_20191011.tif,"[11262, 11857, 4]","[-76.37981960520047, 40.128466126265174]","[-76.30723543641955, 40.05952463464557]"
698,m_3908741_ne_16_060_20190914,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3908741_ne_16_060_20190914.tif,"[11264, 11628, 4]","[-87.94134041010366, 39.37820557264769]","[-87.87070905959655, 39.309785438411716]"
699,m_3209736_ne_14_060_20181102,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3209736_ne_14_060_20181102.tif,"[11457, 11636, 4]","[-97.56514519425805, 32.50214902898468]","[-97.49731715642494, 32.43536449942593]"
700,m_4208701_se_16_060_20180914,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4208701_se_16_060_20180914.tif,"[11106, 11559, 4]","[-87.94216380586184, 42.940724348073104]","[-87.87040485066579, 42.87177788696806]"
701,m_4609222_ne_15_060_20190731,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4609222_ne_15_060_20190731.tif,"[10801, 11330, 4]","[-92.31674143295011, 46.75310927831338]","[-92.24517908898846, 46.68488848964838]"
702,m_2809726_nw_14_060_20181209,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_2809726_nw_14_060_20181209.tif,"[11565, 11685, 4]","[-97.87727066772607, 28.626948325360125]","[-97.81023352616727, 28.560599685768715]"
703,m_3208164_nw_17_060_20190829,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3208164_nw_17_060_20190829.tif,"[11553, 11893, 4]","[-81.12826316239533, 32.12774641117868]","[-81.05877438544245, 32.06024436346932]"
704,m_4007642_se_18_060_20190927,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4007642_se_18_060_20190927.tif,"[11514, 11855, 4]","[-76.81727696989203, 40.316703519891895]","[-76.744779430908, 40.246291493038235]"
705,m_3508020_ne_17_060_20181103,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3508020_ne_17_060_20181103.tif,"[11530, 11779, 4]","[-80.5661712747731, 35.75295902396286]","[-80.4962708124563, 35.684536335047056]"
706,m_3110263_sw_13_060_20181202,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3110263_sw_13_060_20181202.tif,"[11767, 12012, 4]","[-102.25346162843391, 31.065259624178708]","[-102.18402618357028, 30.99724052133419]"
707,m_4108838_sw_16_060_20190914,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4108838_sw_16_060_20190914.tif,"[11355, 11831, 4]","[-88.37997128643026, 41.44147168675759]","[-88.30708818396552, 41.37152115882988]"
708,m_3209531_nw_15_060_20181120,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3209531_nw_15_060_20181120.tif,"[11505, 11746, 4]","[-95.25323571805053, 32.627490990520286]","[-95.18433293920474, 32.56000205328384]"
709,m_4511906_sw_11_060_20190730,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4511906_sw_11_060_20190730.tif,"[10791, 11467, 4]","[-119.38031904913815, 45.94062902325848]","[-119.30723348326468, 45.87185235696031]"
710,m_3609819_sw_14_060_20190627,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3609819_sw_14_060_20190627.tif,"[11520, 11767, 4]","[-98.75356217334391, 36.690854330036096]","[-98.68337256578208, 36.62213819120347]"
711,m_3009139_nw_15_060_20190726,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3009139_nw_15_060_20190726.tif,"[11965, 12377, 4]","[-91.25427317447034, 30.503602749346395]","[-91.18267850381282, 30.434391482398553]"
712,m_4508921_se_16_060_20180812,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4508921_se_16_060_20180812.tif,"[11089, 11888, 4]","[-89.44417762695919, 45.69159217592229]","[-89.36839947574529, 45.62090755064596]"
713,m_4207260_se_18_060_20180823,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4207260_se_18_060_20180823.tif,"[11584, 12246, 4]","[-72.56860555339928, 42.06662258142346]","[-72.49381954333218, 41.9958797186544]"
714,m_3909460_nw_15_060_20180922,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3909460_nw_15_060_20180922.tif,"[11469, 11907, 4]","[-94.62996998889918, 39.12860524995947]","[-94.55759636700695, 39.05889412146459]"
715,m_4107220_sw_18_060_20180930,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4107220_sw_18_060_20180930.tif,"[11593, 12231, 4]","[-72.63098992006691, 41.691581431231036]","[-72.55643541973537, 41.62091620082685]"
716,m_4007458_se_18_060_20190917,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4007458_se_18_060_20190917.tif,"[10930, 11132, 4]","[-74.81501996654103, 40.06441993763581]","[-74.74744844157586, 39.998074667997464]"
717,m_4010435_ne_13_060_20190912,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4010435_ne_13_060_20190912.tif,"[10934, 11165, 4]","[-104.69016891333722, 40.50200667093565]","[-104.62224764159708, 40.43549079276162]"
718,m_4108161_sw_17_060_20191012,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4108161_sw_17_060_20191012.tif,"[10890, 11145, 4]","[-81.50290143850502, 41.06454727176567]","[-81.43470346383286, 40.997909821460105]"
719,m_3510837_ne_12_060_20180508,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3510837_ne_12_060_20180508.tif,"[11538, 11857, 4]","[-108.44117918417177, 35.502780892332126]","[-108.37126593243293, 35.43474874107445]"
720,m_4007303_ne_18_060_20180829,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4007303_ne_18_060_20180829.tif,"[11402, 11867, 4]","[-73.69235597765329, 41.00347056238908]","[-73.62007725849875, 40.93402427239407]"
721,m_3309251_ne_15_060_20190813,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3309251_ne_15_060_20190813.tif,"[11558, 11758, 4]","[-92.69044203641319, 33.252880750740445]","[-92.62150252899808, 33.18511398309595]"
722,m_4007958_nw_17_060_20190918,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4007958_nw_17_060_20190918.tif,"[11312, 11888, 4]","[-79.87957394860828, 40.128358026229826]","[-79.80734948961785, 40.05963329706008]"
723,m_3609549_sw_15_060_20190904,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3609549_sw_15_060_20190904.tif,"[11962, 12450, 4]","[-96.00582779110886, 36.19233822141248]","[-95.9312198188492, 36.12065487687093]"
724,m_3608650_nw_16_060_20180729,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3608650_nw_16_060_20180729.tif,"[11335, 11729, 4]","[-86.87843289957485, 36.25278327806074]","[-86.80850554294882, 36.18520511810172]"
725,m_4609602_se_14_060_20181018,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4609602_se_14_060_20181018.tif,"[10803, 11445, 4]","[-96.81712661501739, 46.940130658978724]","[-96.74535158555922, 46.87238215598964]"
726,m_4007312_ne_18_060_20190809,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4007312_ne_18_060_20190809.tif,"[11147, 11537, 4]","[-73.56630229761933, 40.87764323941027]","[-73.49617099046439, 40.809882876238554]"
727,m_4107017_se_19_060_20180930,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4107017_se_19_060_20180930.tif,"[11335, 11894, 4]","[-70.94306133173309, 41.69129467942713]","[-70.86951095322101, 41.62120134805104]"
