,root,state,resolution,year,capture_date,utm_zone,standard_tile_name,six_digit_chip_name,NW_pixel_coordinates,SE_pixel_coordinates,row_indicies,col_indicies
2862,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tn,060cm,2018,20180803,15,m_3509064_nw_15_060_20180803,tn_060cm_2018_35090_m_3509064_nw_15_060_20180803_000365.jpg,"[7168, 7168]","[7679, 7679]",14,14
2863,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tn,060cm,2018,20180803,15,m_3509064_nw_15_060_20180803,tn_060cm_2018_35090_m_3509064_nw_15_060_20180803_000366.jpg,"[7168, 7680]","[7679, 8191]",15,14
2864,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tn,060cm,2018,20180803,15,m_3509064_nw_15_060_20180803,tn_060cm_2018_35090_m_3509064_nw_15_060_20180803_000367.jpg,"[7168, 8192]","[7679, 8703]",16,14
2865,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tn,060cm,2018,20180803,15,m_3509064_nw_15_060_20180803,tn_060cm_2018_35090_m_3509064_nw_15_060_20180803_000378.jpg,"[7680, 1024]","[8191, 1535]",2,15
2866,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tn,060cm,2018,20180803,15,m_3509064_nw_15_060_20180803,tn_060cm_2018_35090_m_3509064_nw_15_060_20180803_000380.jpg,"[7680, 2048]","[8191, 2559]",4,15
2867,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tn,060cm,2018,20180803,15,m_3509064_nw_15_060_20180803,tn_060cm_2018_35090_m_3509064_nw_15_060_20180803_000388.jpg,"[7680, 6144]","[8191, 6655]",12,15
2868,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tn,060cm,2018,20180803,15,m_3509064_nw_15_060_20180803,tn_060cm_2018_35090_m_3509064_nw_15_060_20180803_000389.jpg,"[7680, 6656]","[8191, 7167]",13,15
2869,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tn,060cm,2018,20180803,15,m_3509064_nw_15_060_20180803,tn_060cm_2018_35090_m_3509064_nw_15_060_20180803_000390.jpg,"[7680, 7168]","[8191, 7679]",14,15
2870,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tn,060cm,2018,20180803,15,m_3509064_nw_15_060_20180803,tn_060cm_2018_35090_m_3509064_nw_15_060_20180803_000391.jpg,"[7680, 7680]","[8191, 8191]",15,15
2871,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tn,060cm,2018,20180803,15,m_3509064_nw_15_060_20180803,tn_060cm_2018_35090_m_3509064_nw_15_060_20180803_000394.jpg,"[7680, 9216]","[8191, 9727]",18,15
2872,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tn,060cm,2018,20180803,15,m_3509064_nw_15_060_20180803,tn_060cm_2018_35090_m_3509064_nw_15_060_20180803_000396.jpg,"[7680, 10240]","[8191, 10751]",20,15
2873,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tn,060cm,2018,20180803,15,m_3509064_nw_15_060_20180803,tn_060cm_2018_35090_m_3509064_nw_15_060_20180803_000404.jpg,"[8192, 1536]","[8703, 2047]",3,16
2874,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tn,060cm,2018,20180803,15,m_3509064_nw_15_060_20180803,tn_060cm_2018_35090_m_3509064_nw_15_060_20180803_000405.jpg,"[8192, 2048]","[8703, 2559]",4,16
2875,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tn,060cm,2018,20180803,15,m_3509064_nw_15_060_20180803,tn_060cm_2018_35090_m_3509064_nw_15_060_20180803_000413.jpg,"[8192, 6144]","[8703, 6655]",12,16
2876,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tn,060cm,2018,20180803,15,m_3509064_nw_15_060_20180803,tn_060cm_2018_35090_m_3509064_nw_15_060_20180803_000414.jpg,"[8192, 6656]","[8703, 7167]",13,16
2877,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tn,060cm,2018,20180803,15,m_3509064_nw_15_060_20180803,tn_060cm_2018_35090_m_3509064_nw_15_060_20180803_000415.jpg,"[8192, 7168]","[8703, 7679]",14,16
2878,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tn,060cm,2018,20180803,15,m_3509064_nw_15_060_20180803,tn_060cm_2018_35090_m_3509064_nw_15_060_20180803_000416.jpg,"[8192, 7680]","[8703, 8191]",15,16
2879,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tn,060cm,2018,20180803,15,m_3509064_nw_15_060_20180803,tn_060cm_2018_35090_m_3509064_nw_15_060_20180803_000420.jpg,"[8192, 9728]","[8703, 10239]",19,16
2880,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tn,060cm,2018,20180803,15,m_3509064_nw_15_060_20180803,tn_060cm_2018_35090_m_3509064_nw_15_060_20180803_000427.jpg,"[8704, 512]","[9215, 1023]",1,17
2881,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tn,060cm,2018,20180803,15,m_3509064_nw_15_060_20180803,tn_060cm_2018_35090_m_3509064_nw_15_060_20180803_000428.jpg,"[8704, 1024]","[9215, 1535]",2,17
2882,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tn,060cm,2018,20180803,15,m_3509064_nw_15_060_20180803,tn_060cm_2018_35090_m_3509064_nw_15_060_20180803_000438.jpg,"[8704, 6144]","[9215, 6655]",12,17
2883,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tn,060cm,2018,20180803,15,m_3509064_nw_15_060_20180803,tn_060cm_2018_35090_m_3509064_nw_15_060_20180803_000485.jpg,"[9728, 4608]","[10239, 5119]",9,19
2884,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tn,060cm,2018,20180803,15,m_3509064_nw_15_060_20180803,tn_060cm_2018_35090_m_3509064_nw_15_060_20180803_000486.jpg,"[9728, 5120]","[10239, 5631]",10,19
2885,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tn,060cm,2018,20180803,15,m_3509064_nw_15_060_20180803,tn_060cm_2018_35090_m_3509064_nw_15_060_20180803_000488.jpg,"[9728, 6144]","[10239, 6655]",12,19
2886,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tn,060cm,2018,20180803,15,m_3509064_nw_15_060_20180803,tn_060cm_2018_35090_m_3509064_nw_15_060_20180803_000519.jpg,"[10240, 9216]","[10751, 9727]",18,20
2887,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20181128,14,m_3209711_se_14_060_20181128,tx_060cm_2018_32097_m_3209711_se_14_060_20181128_000297.jpg,"[6144, 4096]","[6655, 4607]",8,12
2888,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20181128,14,m_3209711_se_14_060_20181128,tx_060cm_2018_32097_m_3209711_se_14_060_20181128_000298.jpg,"[6144, 4608]","[6655, 5119]",9,12
2889,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20180930,14,m_3510030_se_14_060_20180930,tx_060cm_2018_35100_m_3510030_se_14_060_20180930_000010.jpg,"[0, 4608]","[511, 5119]",9,0
2890,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20180930,14,m_3510030_se_14_060_20180930,tx_060cm_2018_35100_m_3510030_se_14_060_20180930_000029.jpg,"[512, 2048]","[1023, 2559]",4,1
2891,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20180930,14,m_3510030_se_14_060_20180930,tx_060cm_2018_35100_m_3510030_se_14_060_20180930_000031.jpg,"[512, 3072]","[1023, 3583]",6,1
2892,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20180930,14,m_3510030_se_14_060_20180930,tx_060cm_2018_35100_m_3510030_se_14_060_20180930_000043.jpg,"[512, 9216]","[1023, 9727]",18,1
2893,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20180930,14,m_3510030_se_14_060_20180930,tx_060cm_2018_35100_m_3510030_se_14_060_20180930_000044.jpg,"[512, 9728]","[1023, 10239]",19,1
2894,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20180930,14,m_3510030_se_14_060_20180930,tx_060cm_2018_35100_m_3510030_se_14_060_20180930_000103.jpg,"[2048, 3072]","[2559, 3583]",6,4
2895,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20180930,14,m_3510030_se_14_060_20180930,tx_060cm_2018_35100_m_3510030_se_14_060_20180930_000162.jpg,"[3072, 8704]","[3583, 9215]",17,6
2896,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20180930,14,m_3510030_se_14_060_20180930,tx_060cm_2018_35100_m_3510030_se_14_060_20180930_000163.jpg,"[3072, 9216]","[3583, 9727]",18,6
2897,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20180930,14,m_3510030_se_14_060_20180930,tx_060cm_2018_35100_m_3510030_se_14_060_20180930_000181.jpg,"[3584, 6144]","[4095, 6655]",12,7
2898,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20180930,14,m_3510030_se_14_060_20180930,tx_060cm_2018_35100_m_3510030_se_14_060_20180930_000273.jpg,"[5632, 4096]","[6143, 4607]",8,11
2899,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20180930,14,m_3510030_se_14_060_20180930,tx_060cm_2018_35100_m_3510030_se_14_060_20180930_000306.jpg,"[6144, 8704]","[6655, 9215]",17,12
2900,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20180930,14,m_3510030_se_14_060_20180930,tx_060cm_2018_35100_m_3510030_se_14_060_20180930_000307.jpg,"[6144, 9216]","[6655, 9727]",18,12
2901,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20181102,14,m_2909748_nw_14_060_20181102,tx_060cm_2018_29097_m_2909748_nw_14_060_20181102_000293.jpg,"[6144, 2048]","[6655, 2559]",4,12
2902,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20181102,14,m_2909748_nw_14_060_20181102,tx_060cm_2018_29097_m_2909748_nw_14_060_20181102_000317.jpg,"[6656, 2048]","[7167, 2559]",4,13
2903,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,mi,060cm,2018,20180708,16,m_4108614_se_16_060_20180708,mi_060cm_2018_41086_m_4108614_se_16_060_20180708_000054.jpg,"[1024, 1536]","[1535, 2047]",3,2
2904,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,mi,060cm,2018,20180708,16,m_4108614_se_16_060_20180708,mi_060cm_2018_41086_m_4108614_se_16_060_20180708_000055.jpg,"[1024, 2048]","[1535, 2559]",4,2
2905,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,mi,060cm,2018,20180708,16,m_4108614_se_16_060_20180708,mi_060cm_2018_41086_m_4108614_se_16_060_20180708_000241.jpg,"[4608, 7680]","[5119, 8191]",15,9
2906,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,mi,060cm,2018,20180708,16,m_4108614_se_16_060_20180708,mi_060cm_2018_41086_m_4108614_se_16_060_20180708_000242.jpg,"[4608, 8192]","[5119, 8703]",16,9
2907,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,mi,060cm,2018,20180708,16,m_4108614_se_16_060_20180708,mi_060cm_2018_41086_m_4108614_se_16_060_20180708_000266.jpg,"[5120, 7680]","[5631, 8191]",15,10
2908,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,mi,060cm,2018,20180708,16,m_4108614_se_16_060_20180708,mi_060cm_2018_41086_m_4108614_se_16_060_20180708_000267.jpg,"[5120, 8192]","[5631, 8703]",16,10
2909,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,mi,060cm,2018,20180708,16,m_4108614_se_16_060_20180708,mi_060cm_2018_41086_m_4108614_se_16_060_20180708_000268.jpg,"[5120, 8704]","[5631, 9215]",17,10
2910,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,mi,060cm,2018,20180708,16,m_4108614_se_16_060_20180708,mi_060cm_2018_41086_m_4108614_se_16_060_20180708_000291.jpg,"[5632, 7680]","[6143, 8191]",15,11
2911,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,mi,060cm,2018,20180708,16,m_4108614_se_16_060_20180708,mi_060cm_2018_41086_m_4108614_se_16_060_20180708_000292.jpg,"[5632, 8192]","[6143, 8703]",16,11
2912,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,mi,060cm,2018,20180708,16,m_4108614_se_16_060_20180708,mi_060cm_2018_41086_m_4108614_se_16_060_20180708_000377.jpg,"[7680, 512]","[8191, 1023]",1,15
2913,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20181102,14,m_2909853_ne_14_060_20181102,tx_060cm_2018_29098_m_2909853_ne_14_060_20181102_000076.jpg,"[1536, 1536]","[2047, 2047]",3,3
2914,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20181102,14,m_2909853_ne_14_060_20181102,tx_060cm_2018_29098_m_2909853_ne_14_060_20181102_000077.jpg,"[1536, 2048]","[2047, 2559]",4,3
2915,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20181102,14,m_2909853_ne_14_060_20181102,tx_060cm_2018_29098_m_2909853_ne_14_060_20181102_000101.jpg,"[2048, 2048]","[2559, 2559]",4,4
2916,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20181102,14,m_2909853_ne_14_060_20181102,tx_060cm_2018_29098_m_2909853_ne_14_060_20181102_000125.jpg,"[2560, 2048]","[3071, 2559]",4,5
2917,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20181102,14,m_2909853_ne_14_060_20181102,tx_060cm_2018_29098_m_2909853_ne_14_060_20181102_000347.jpg,"[7168, 5120]","[7679, 5631]",10,14
2918,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20181102,14,m_2909853_ne_14_060_20181102,tx_060cm_2018_29098_m_2909853_ne_14_060_20181102_000443.jpg,"[9216, 5120]","[9727, 5631]",10,18
2919,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20181102,14,m_2909853_ne_14_060_20181102,tx_060cm_2018_29098_m_2909853_ne_14_060_20181102_000491.jpg,"[10240, 5120]","[10751, 5631]",10,20
2920,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ky,060cm,2018,20180929,16,m_3708860_nw_16_060_20180929,ky_060cm_2018_37088_m_3708860_nw_16_060_20180929_000252.jpg,"[5120, 512]","[5631, 1023]",1,10
2921,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ky,060cm,2018,20180929,16,m_3708860_nw_16_060_20180929,ky_060cm_2018_37088_m_3708860_nw_16_060_20180929_000254.jpg,"[5120, 1536]","[5631, 2047]",3,10
2922,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ky,060cm,2018,20180929,16,m_3708860_nw_16_060_20180929,ky_060cm_2018_37088_m_3708860_nw_16_060_20180929_000279.jpg,"[5632, 1536]","[6143, 2047]",3,11
2923,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ky,060cm,2018,20180929,16,m_3708860_nw_16_060_20180929,ky_060cm_2018_37088_m_3708860_nw_16_060_20180929_000308.jpg,"[6144, 3584]","[6655, 4095]",7,12
2924,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ky,060cm,2018,20180929,16,m_3708860_nw_16_060_20180929,ky_060cm_2018_37088_m_3708860_nw_16_060_20180929_000487.jpg,"[9728, 5632]","[10239, 6143]",11,19
2925,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ky,060cm,2018,20180929,16,m_3708860_nw_16_060_20180929,ky_060cm_2018_37088_m_3708860_nw_16_060_20180929_000512.jpg,"[10240, 5632]","[10751, 6143]",11,20
2926,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ky,060cm,2018,20180929,16,m_3708860_nw_16_060_20180929,ky_060cm_2018_37088_m_3708860_nw_16_060_20180929_000513.jpg,"[10240, 6144]","[10751, 6655]",12,20
2927,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20180917,14,m_3510132_se_14_060_20180917,tx_060cm_2018_35101_m_3510132_se_14_060_20180917_000164.jpg,"[3072, 9728]","[3583, 10239]",19,6
2928,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20180917,14,m_3510132_se_14_060_20180917,tx_060cm_2018_35101_m_3510132_se_14_060_20180917_000447.jpg,"[9216, 7168]","[9727, 7679]",14,18
2929,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20180917,14,m_3510132_se_14_060_20180917,tx_060cm_2018_35101_m_3510132_se_14_060_20180917_000471.jpg,"[9728, 7168]","[10239, 7679]",14,19
2930,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,oh,60cm,2019,20190825,17,m_4108320_se_17_060_20190825,oh_60cm_2019_41083_m_4108320_se_17_060_20190825_000168.jpg,"[3072, 8704]","[3583, 9215]",17,6
2931,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,oh,60cm,2019,20190825,17,m_4108320_se_17_060_20190825,oh_60cm_2019_41083_m_4108320_se_17_060_20190825_000189.jpg,"[3584, 6656]","[4095, 7167]",13,7
2932,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,oh,60cm,2019,20190825,17,m_4108320_se_17_060_20190825,oh_60cm_2019_41083_m_4108320_se_17_060_20190825_000268.jpg,"[5120, 8704]","[5631, 9215]",17,10
2933,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,oh,60cm,2019,20190825,17,m_4108320_se_17_060_20190825,oh_60cm_2019_41083_m_4108320_se_17_060_20190825_000291.jpg,"[5632, 7680]","[6143, 8191]",15,11
2934,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,oh,60cm,2019,20190825,17,m_4108320_se_17_060_20190825,oh_60cm_2019_41083_m_4108320_se_17_060_20190825_000317.jpg,"[6144, 8192]","[6655, 8703]",16,12
2935,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,oh,60cm,2019,20190825,17,m_4108320_se_17_060_20190825,oh_60cm_2019_41083_m_4108320_se_17_060_20190825_000318.jpg,"[6144, 8704]","[6655, 9215]",17,12
2936,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20180918,14,m_3510008_nw_14_060_20180918,tx_060cm_2018_35100_m_3510008_nw_14_060_20180918_000090.jpg,"[1536, 8704]","[2047, 9215]",17,3
2937,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20180918,14,m_3510008_nw_14_060_20180918,tx_060cm_2018_35100_m_3510008_nw_14_060_20180918_000129.jpg,"[2560, 4096]","[3071, 4607]",8,5
2938,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20180918,14,m_3510008_nw_14_060_20180918,tx_060cm_2018_35100_m_3510008_nw_14_060_20180918_000181.jpg,"[3584, 6144]","[4095, 6655]",12,7
2939,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20180918,14,m_3510008_nw_14_060_20180918,tx_060cm_2018_35100_m_3510008_nw_14_060_20180918_000199.jpg,"[4096, 3072]","[4607, 3583]",6,8
2940,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20180918,14,m_3510008_nw_14_060_20180918,tx_060cm_2018_35100_m_3510008_nw_14_060_20180918_000217.jpg,"[4608, 0]","[5119, 511]",0,9
2941,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20180918,14,m_3510008_nw_14_060_20180918,tx_060cm_2018_35100_m_3510008_nw_14_060_20180918_000221.jpg,"[4608, 2048]","[5119, 2559]",4,9
2942,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20180918,14,m_3510008_nw_14_060_20180918,tx_060cm_2018_35100_m_3510008_nw_14_060_20180918_000248.jpg,"[5120, 3584]","[5631, 4095]",7,10
2943,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20180918,14,m_3510008_nw_14_060_20180918,tx_060cm_2018_35100_m_3510008_nw_14_060_20180918_000265.jpg,"[5632, 0]","[6143, 511]",0,11
2944,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20180918,14,m_3510008_nw_14_060_20180918,tx_060cm_2018_35100_m_3510008_nw_14_060_20180918_000314.jpg,"[6656, 512]","[7167, 1023]",1,13
2945,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20180918,14,m_3510008_nw_14_060_20180918,tx_060cm_2018_35100_m_3510008_nw_14_060_20180918_000365.jpg,"[7680, 2048]","[8191, 2559]",4,15
2946,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20180918,14,m_3510008_nw_14_060_20180918,tx_060cm_2018_35100_m_3510008_nw_14_060_20180918_000368.jpg,"[7680, 3584]","[8191, 4095]",7,15
2947,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20180918,14,m_3510008_nw_14_060_20180918,tx_060cm_2018_35100_m_3510008_nw_14_060_20180918_000391.jpg,"[8192, 3072]","[8703, 3583]",6,16
2948,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20180918,14,m_3510008_nw_14_060_20180918,tx_060cm_2018_35100_m_3510008_nw_14_060_20180918_000402.jpg,"[8192, 8704]","[8703, 9215]",17,16
2949,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20180918,14,m_3510008_nw_14_060_20180918,tx_060cm_2018_35100_m_3510008_nw_14_060_20180918_000433.jpg,"[9216, 0]","[9727, 511]",0,18
2950,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20180918,14,m_3510008_nw_14_060_20180918,tx_060cm_2018_35100_m_3510008_nw_14_060_20180918_000440.jpg,"[9216, 3584]","[9727, 4095]",7,18
2951,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20181115,14,m_3309856_sw_14_060_20181115,tx_060cm_2018_33098_m_3309856_sw_14_060_20181115_000074.jpg,"[1536, 512]","[2047, 1023]",1,3
2952,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20181115,14,m_3309856_sw_14_060_20181115,tx_060cm_2018_33098_m_3309856_sw_14_060_20181115_000101.jpg,"[2048, 2048]","[2559, 2559]",4,4
2953,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20181115,14,m_3309856_sw_14_060_20181115,tx_060cm_2018_33098_m_3309856_sw_14_060_20181115_000379.jpg,"[7680, 9216]","[8191, 9727]",18,15
2954,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20181115,14,m_3309856_sw_14_060_20181115,tx_060cm_2018_33098_m_3309856_sw_14_060_20181115_000410.jpg,"[8704, 512]","[9215, 1023]",1,17
2955,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20181115,14,m_3309856_sw_14_060_20181115,tx_060cm_2018_33098_m_3309856_sw_14_060_20181115_000434.jpg,"[9216, 512]","[9727, 1023]",1,18
2956,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20181115,14,m_3309856_sw_14_060_20181115,tx_060cm_2018_33098_m_3309856_sw_14_060_20181115_000458.jpg,"[9728, 512]","[10239, 1023]",1,19
2957,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,va,060cm,2018,20181025,18,m_3807730_se_18_060_20181025,va_060cm_2018_38077_m_3807730_se_18_060_20181025_000068.jpg,"[1024, 7680]","[1535, 8191]",15,2
2958,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,va,060cm,2018,20181025,18,m_3807730_se_18_060_20181025,va_060cm_2018_38077_m_3807730_se_18_060_20181025_000219.jpg,"[4096, 5120]","[4607, 5631]",10,8
2959,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,va,060cm,2018,20181025,18,m_3807730_se_18_060_20181025,va_060cm_2018_38077_m_3807730_se_18_060_20181025_000220.jpg,"[4096, 5632]","[4607, 6143]",11,8
2960,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,va,060cm,2018,20181025,18,m_3807730_se_18_060_20181025,va_060cm_2018_38077_m_3807730_se_18_060_20181025_000245.jpg,"[4608, 5120]","[5119, 5631]",10,9
2961,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,va,060cm,2018,20181025,18,m_3807730_se_18_060_20181025,va_060cm_2018_38077_m_3807730_se_18_060_20181025_000246.jpg,"[4608, 5632]","[5119, 6143]",11,9
2962,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,va,060cm,2018,20181025,18,m_3807730_se_18_060_20181025,va_060cm_2018_38077_m_3807730_se_18_060_20181025_000271.jpg,"[5120, 5120]","[5631, 5631]",10,10
2963,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,va,060cm,2018,20181025,18,m_3807730_se_18_060_20181025,va_060cm_2018_38077_m_3807730_se_18_060_20181025_000291.jpg,"[5632, 2048]","[6143, 2559]",4,11
2964,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,va,060cm,2018,20181025,18,m_3807730_se_18_060_20181025,va_060cm_2018_38077_m_3807730_se_18_060_20181025_000366.jpg,"[7168, 512]","[7679, 1023]",1,14
2965,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,va,060cm,2018,20181025,18,m_3807730_se_18_060_20181025,va_060cm_2018_38077_m_3807730_se_18_060_20181025_000367.jpg,"[7168, 1024]","[7679, 1535]",2,14
