,root,state,resolution,year,capture_date,utm_zone,standard_tile_name,six_digit_chip_name,NW_pixel_coordinates,SE_pixel_coordinates,row_indicies,col_indicies
0,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ca,060cm,2018,20180822,11,m_3411761_sw_11_060_20180822,ca_060cm_2018_34117_m_3411761_sw_11_060_20180822_000007.jpg,"[0, 3072]","[511, 3583]",6,0
1,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ca,060cm,2018,20180822,11,m_3411761_sw_11_060_20180822,ca_060cm_2018_34117_m_3411761_sw_11_060_20180822_000154.jpg,"[3072, 4608]","[3583, 5119]",9,6
2,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ca,060cm,2018,20180822,11,m_3411761_sw_11_060_20180822,ca_060cm_2018_34117_m_3411761_sw_11_060_20180822_000225.jpg,"[4608, 4096]","[5119, 4607]",8,9
3,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ca,060cm,2018,20180822,11,m_3411761_sw_11_060_20180822,ca_060cm_2018_34117_m_3411761_sw_11_060_20180822_000340.jpg,"[7168, 1536]","[7679, 2047]",3,14
4,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ca,060cm,2018,20180822,11,m_3411761_sw_11_060_20180822,ca_060cm_2018_34117_m_3411761_sw_11_060_20180822_000350.jpg,"[7168, 6656]","[7679, 7167]",13,14
5,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ca,060cm,2018,20180822,11,m_3411761_sw_11_060_20180822,ca_060cm_2018_34117_m_3411761_sw_11_060_20180822_000377.jpg,"[7680, 8192]","[8191, 8703]",16,15
6,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ca,060cm,2018,20180822,11,m_3411761_sw_11_060_20180822,ca_060cm_2018_34117_m_3411761_sw_11_060_20180822_000396.jpg,"[8192, 5632]","[8703, 6143]",11,16
7,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ca,060cm,2018,20180822,11,m_3411761_sw_11_060_20180822,ca_060cm_2018_34117_m_3411761_sw_11_060_20180822_000397.jpg,"[8192, 6144]","[8703, 6655]",12,16
8,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ca,060cm,2018,20180822,11,m_3411761_sw_11_060_20180822,ca_060cm_2018_34117_m_3411761_sw_11_060_20180822_000401.jpg,"[8192, 8192]","[8703, 8703]",16,16
9,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,mi,060cm,2018,20180706,16,m_4208514_nw_16_060_20180706,mi_060cm_2018_42085_m_4208514_nw_16_060_20180706_000044.jpg,"[512, 9216]","[1023, 9727]",18,1
10,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,mi,060cm,2018,20180706,16,m_4208514_nw_16_060_20180706,mi_060cm_2018_42085_m_4208514_nw_16_060_20180706_000084.jpg,"[1536, 4096]","[2047, 4607]",8,3
11,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,mi,060cm,2018,20180706,16,m_4208514_nw_16_060_20180706,mi_060cm_2018_42085_m_4208514_nw_16_060_20180706_000188.jpg,"[3584, 6144]","[4095, 6655]",12,7
12,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,mi,060cm,2018,20180706,16,m_4208514_nw_16_060_20180706,mi_060cm_2018_42085_m_4208514_nw_16_060_20180706_000205.jpg,"[4096, 2048]","[4607, 2559]",4,8
13,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,mi,060cm,2018,20180706,16,m_4208514_nw_16_060_20180706,mi_060cm_2018_42085_m_4208514_nw_16_060_20180706_000239.jpg,"[4608, 6656]","[5119, 7167]",13,9
14,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,mi,060cm,2018,20180706,16,m_4208514_nw_16_060_20180706,mi_060cm_2018_42085_m_4208514_nw_16_060_20180706_000265.jpg,"[5120, 7168]","[5631, 7679]",14,10
15,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,mi,060cm,2018,20180706,16,m_4208514_nw_16_060_20180706,mi_060cm_2018_42085_m_4208514_nw_16_060_20180706_000303.jpg,"[6144, 1024]","[6655, 1535]",2,12
16,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,mi,060cm,2018,20180706,16,m_4208514_nw_16_060_20180706,mi_060cm_2018_42085_m_4208514_nw_16_060_20180706_000316.jpg,"[6144, 7680]","[6655, 8191]",15,12
17,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,mi,060cm,2018,20180706,16,m_4208514_nw_16_060_20180706,mi_060cm_2018_42085_m_4208514_nw_16_060_20180706_000317.jpg,"[6144, 8192]","[6655, 8703]",16,12
18,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,mi,060cm,2018,20180706,16,m_4208514_nw_16_060_20180706,mi_060cm_2018_42085_m_4208514_nw_16_060_20180706_000341.jpg,"[6656, 7680]","[7167, 8191]",15,13
19,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,mi,060cm,2018,20180706,16,m_4208514_nw_16_060_20180706,mi_060cm_2018_42085_m_4208514_nw_16_060_20180706_000369.jpg,"[7168, 9216]","[7679, 9727]",18,14
20,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,mi,060cm,2018,20180706,16,m_4208514_nw_16_060_20180706,mi_060cm_2018_42085_m_4208514_nw_16_060_20180706_000408.jpg,"[8192, 3584]","[8703, 4095]",7,16
21,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,mi,060cm,2018,20180706,16,m_4208514_nw_16_060_20180706,mi_060cm_2018_42085_m_4208514_nw_16_060_20180706_000409.jpg,"[8192, 4096]","[8703, 4607]",8,16
22,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,mi,060cm,2018,20180706,16,m_4208514_nw_16_060_20180706,mi_060cm_2018_42085_m_4208514_nw_16_060_20180706_000413.jpg,"[8192, 6144]","[8703, 6655]",12,16
23,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,mi,060cm,2018,20180706,16,m_4208514_nw_16_060_20180706,mi_060cm_2018_42085_m_4208514_nw_16_060_20180706_000492.jpg,"[9728, 8192]","[10239, 8703]",16,19
24,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,de,060cm,2018,20180827,18,m_3907513_ne_18_060_20180827,de_060cm_2018_39075_m_3907513_ne_18_060_20180827_000156.jpg,"[3072, 2560]","[3583, 3071]",5,6
25,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,de,060cm,2018,20180827,18,m_3907513_ne_18_060_20180827,de_060cm_2018_39075_m_3907513_ne_18_060_20180827_000230.jpg,"[4608, 2048]","[5119, 2559]",4,9
26,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,de,060cm,2018,20180827,18,m_3907513_ne_18_060_20180827,de_060cm_2018_39075_m_3907513_ne_18_060_20180827_000232.jpg,"[4608, 3072]","[5119, 3583]",6,9
27,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,de,060cm,2018,20180827,18,m_3907513_ne_18_060_20180827,de_060cm_2018_39075_m_3907513_ne_18_060_20180827_000233.jpg,"[4608, 3584]","[5119, 4095]",7,9
28,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,de,060cm,2018,20180827,18,m_3907513_ne_18_060_20180827,de_060cm_2018_39075_m_3907513_ne_18_060_20180827_000235.jpg,"[4608, 4608]","[5119, 5119]",9,9
29,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,de,060cm,2018,20180827,18,m_3907513_ne_18_060_20180827,de_060cm_2018_39075_m_3907513_ne_18_060_20180827_000256.jpg,"[5120, 2560]","[5631, 3071]",5,10
30,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,de,060cm,2018,20180827,18,m_3907513_ne_18_060_20180827,de_060cm_2018_39075_m_3907513_ne_18_060_20180827_000257.jpg,"[5120, 3072]","[5631, 3583]",6,10
31,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,de,060cm,2018,20180827,18,m_3907513_ne_18_060_20180827,de_060cm_2018_39075_m_3907513_ne_18_060_20180827_000258.jpg,"[5120, 3584]","[5631, 4095]",7,10
32,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,de,060cm,2018,20180827,18,m_3907513_ne_18_060_20180827,de_060cm_2018_39075_m_3907513_ne_18_060_20180827_000282.jpg,"[5632, 3072]","[6143, 3583]",6,11
33,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,de,060cm,2018,20180827,18,m_3907513_ne_18_060_20180827,de_060cm_2018_39075_m_3907513_ne_18_060_20180827_000283.jpg,"[5632, 3584]","[6143, 4095]",7,11
34,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,de,060cm,2018,20180827,18,m_3907513_ne_18_060_20180827,de_060cm_2018_39075_m_3907513_ne_18_060_20180827_000370.jpg,"[7168, 9728]","[7679, 10239]",19,14
35,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,de,060cm,2018,20180827,18,m_3907513_ne_18_060_20180827,de_060cm_2018_39075_m_3907513_ne_18_060_20180827_000394.jpg,"[7680, 9216]","[8191, 9727]",18,15
36,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,de,060cm,2018,20180827,18,m_3907513_ne_18_060_20180827,de_060cm_2018_39075_m_3907513_ne_18_060_20180827_000441.jpg,"[8704, 7680]","[9215, 8191]",15,17
37,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,de,060cm,2018,20180827,18,m_3907513_ne_18_060_20180827,de_060cm_2018_39075_m_3907513_ne_18_060_20180827_000458.jpg,"[9216, 3584]","[9727, 4095]",7,18
38,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,de,060cm,2018,20180827,18,m_3907513_ne_18_060_20180827,de_060cm_2018_39075_m_3907513_ne_18_060_20180827_000461.jpg,"[9216, 5120]","[9727, 5631]",10,18
39,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,de,060cm,2018,20180827,18,m_3907513_ne_18_060_20180827,de_060cm_2018_39075_m_3907513_ne_18_060_20180827_000465.jpg,"[9216, 7168]","[9727, 7679]",14,18
40,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,de,060cm,2018,20180827,18,m_3907513_ne_18_060_20180827,de_060cm_2018_39075_m_3907513_ne_18_060_20180827_000485.jpg,"[9728, 4608]","[10239, 5119]",9,19
41,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,de,060cm,2018,20180827,18,m_3907513_ne_18_060_20180827,de_060cm_2018_39075_m_3907513_ne_18_060_20180827_000489.jpg,"[9728, 6656]","[10239, 7167]",13,19
42,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,de,060cm,2018,20180827,18,m_3907513_ne_18_060_20180827,de_060cm_2018_39075_m_3907513_ne_18_060_20180827_000490.jpg,"[9728, 7168]","[10239, 7679]",14,19
43,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,wi,060cm,2018,20180923,16,m_4308819_sw_16_060_20180923,wi_060cm_2018_43088_m_4308819_sw_16_060_20180923_000143.jpg,"[2560, 8704]","[3071, 9215]",17,5
44,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,wi,060cm,2018,20180923,16,m_4308819_sw_16_060_20180923,wi_060cm_2018_43088_m_4308819_sw_16_060_20180923_000189.jpg,"[3584, 6656]","[4095, 7167]",13,7
45,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,wi,060cm,2018,20180923,16,m_4308819_sw_16_060_20180923,wi_060cm_2018_43088_m_4308819_sw_16_060_20180923_000191.jpg,"[3584, 7680]","[4095, 8191]",15,7
46,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,wi,060cm,2018,20180923,16,m_4308819_sw_16_060_20180923,wi_060cm_2018_43088_m_4308819_sw_16_060_20180923_000263.jpg,"[5120, 6144]","[5631, 6655]",12,10
47,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,wi,060cm,2018,20180923,16,m_4308819_sw_16_060_20180923,wi_060cm_2018_43088_m_4308819_sw_16_060_20180923_000435.jpg,"[8704, 4608]","[9215, 5119]",9,17
48,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20180924,13,m_3110239_se_13_060_20180924,tx_060cm_2018_31102_m_3110239_se_13_060_20180924_000015.jpg,"[0, 7168]","[511, 7679]",14,0
49,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20180924,13,m_3110239_se_13_060_20180924,tx_060cm_2018_31102_m_3110239_se_13_060_20180924_000093.jpg,"[1536, 8704]","[2047, 9215]",17,3
50,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20180924,13,m_3110239_se_13_060_20180924,tx_060cm_2018_31102_m_3110239_se_13_060_20180924_000096.jpg,"[1536, 10240]","[2047, 10751]",20,3
51,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20180924,13,m_3110239_se_13_060_20180924,tx_060cm_2018_31102_m_3110239_se_13_060_20180924_000101.jpg,"[2048, 0]","[2559, 511]",0,4
52,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20180924,13,m_3110239_se_13_060_20180924,tx_060cm_2018_31102_m_3110239_se_13_060_20180924_000115.jpg,"[2048, 7168]","[2559, 7679]",14,4
53,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20180924,13,m_3110239_se_13_060_20180924,tx_060cm_2018_31102_m_3110239_se_13_060_20180924_000135.jpg,"[2560, 4608]","[3071, 5119]",9,5
54,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20180924,13,m_3110239_se_13_060_20180924,tx_060cm_2018_31102_m_3110239_se_13_060_20180924_000157.jpg,"[3072, 3072]","[3583, 3583]",6,6
55,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20180924,13,m_3110239_se_13_060_20180924,tx_060cm_2018_31102_m_3110239_se_13_060_20180924_000202.jpg,"[4096, 512]","[4607, 1023]",1,8
56,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20180924,13,m_3110239_se_13_060_20180924,tx_060cm_2018_31102_m_3110239_se_13_060_20180924_000221.jpg,"[4096, 10240]","[4607, 10751]",20,8
57,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20180924,13,m_3110239_se_13_060_20180924,tx_060cm_2018_31102_m_3110239_se_13_060_20180924_000255.jpg,"[5120, 2048]","[5631, 2559]",4,10
58,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20180924,13,m_3110239_se_13_060_20180924,tx_060cm_2018_31102_m_3110239_se_13_060_20180924_000278.jpg,"[5632, 1024]","[6143, 1535]",2,11
59,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20180924,13,m_3110239_se_13_060_20180924,tx_060cm_2018_31102_m_3110239_se_13_060_20180924_000312.jpg,"[6144, 5632]","[6655, 6143]",11,12
60,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20180924,13,m_3110239_se_13_060_20180924,tx_060cm_2018_31102_m_3110239_se_13_060_20180924_000319.jpg,"[6144, 9216]","[6655, 9727]",18,12
61,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20180924,13,m_3110239_se_13_060_20180924,tx_060cm_2018_31102_m_3110239_se_13_060_20180924_000333.jpg,"[6656, 3584]","[7167, 4095]",7,13
62,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20180924,13,m_3110239_se_13_060_20180924,tx_060cm_2018_31102_m_3110239_se_13_060_20180924_000342.jpg,"[6656, 8192]","[7167, 8703]",16,13
63,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20180924,13,m_3110239_se_13_060_20180924,tx_060cm_2018_31102_m_3110239_se_13_060_20180924_000368.jpg,"[7168, 8704]","[7679, 9215]",17,14
64,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20180924,13,m_3110239_se_13_060_20180924,tx_060cm_2018_31102_m_3110239_se_13_060_20180924_000403.jpg,"[8192, 1024]","[8703, 1535]",2,16
65,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20180924,13,m_3110239_se_13_060_20180924,tx_060cm_2018_31102_m_3110239_se_13_060_20180924_000420.jpg,"[8192, 9728]","[8703, 10239]",19,16
66,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20180924,13,m_3110239_se_13_060_20180924,tx_060cm_2018_31102_m_3110239_se_13_060_20180924_000456.jpg,"[9216, 2560]","[9727, 3071]",5,18
67,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20180924,13,m_3110239_se_13_060_20180924,tx_060cm_2018_31102_m_3110239_se_13_060_20180924_000514.jpg,"[10240, 6656]","[10751, 7167]",13,20
68,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,wa,60cm,2019,20190730,11,m_4711954_sw_11_060_20190730,wa_60cm_2019_47119_m_4711954_sw_11_060_20190730_000089.jpg,"[1536, 6656]","[2047, 7167]",13,3
69,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,wa,60cm,2019,20190730,11,m_4711954_sw_11_060_20190730,wa_60cm_2019_47119_m_4711954_sw_11_060_20190730_000092.jpg,"[1536, 8192]","[2047, 8703]",16,3
70,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,wa,60cm,2019,20190730,11,m_4711954_sw_11_060_20190730,wa_60cm_2019_47119_m_4711954_sw_11_060_20190730_000166.jpg,"[3072, 7680]","[3583, 8191]",15,6
71,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,wa,60cm,2019,20190730,11,m_4711954_sw_11_060_20190730,wa_60cm_2019_47119_m_4711954_sw_11_060_20190730_000242.jpg,"[4608, 8192]","[5119, 8703]",16,9
72,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,wa,60cm,2019,20190730,11,m_4711954_sw_11_060_20190730,wa_60cm_2019_47119_m_4711954_sw_11_060_20190730_000442.jpg,"[8704, 8192]","[9215, 8703]",16,17
73,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,wa,60cm,2019,20190805,10,m_4512228_nw_10_060_20190805,wa_60cm_2019_45122_m_4512228_nw_10_060_20190805_000244.jpg,"[5120, 1536]","[5631, 2047]",3,10
74,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,wa,60cm,2019,20190805,10,m_4512228_nw_10_060_20190805,wa_60cm_2019_45122_m_4512228_nw_10_060_20190805_000391.jpg,"[8192, 3072]","[8703, 3583]",6,16
75,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,wa,60cm,2019,20190805,10,m_4512228_nw_10_060_20190805,wa_60cm_2019_45122_m_4512228_nw_10_060_20190805_000416.jpg,"[8704, 3584]","[9215, 4095]",7,17
76,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,pa,60cm,2019,20190921,18,m_4107649_ne_18_060_20190921,pa_60cm_2019_41076_m_4107649_ne_18_060_20190921_000028.jpg,"[512, 1024]","[1023, 1535]",2,1
77,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,pa,60cm,2019,20190921,18,m_4107649_ne_18_060_20190921,pa_60cm_2019_41076_m_4107649_ne_18_060_20190921_000055.jpg,"[1024, 2048]","[1535, 2559]",4,2
78,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,pa,60cm,2019,20190921,18,m_4107649_ne_18_060_20190921,pa_60cm_2019_41076_m_4107649_ne_18_060_20190921_000056.jpg,"[1024, 2560]","[1535, 3071]",5,2
79,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,pa,60cm,2019,20190921,18,m_4107649_ne_18_060_20190921,pa_60cm_2019_41076_m_4107649_ne_18_060_20190921_000315.jpg,"[6144, 7168]","[6655, 7679]",14,12
80,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,pa,60cm,2019,20190921,18,m_4107649_ne_18_060_20190921,pa_60cm_2019_41076_m_4107649_ne_18_060_20190921_000316.jpg,"[6144, 7680]","[6655, 8191]",15,12
81,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,mi,060cm,2018,20180911,17,m_4508334_se_17_060_20180911,mi_060cm_2018_45083_m_4508334_se_17_060_20180911_000131.jpg,"[2560, 0]","[3071, 511]",0,5
82,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,mi,060cm,2018,20180911,17,m_4508334_se_17_060_20180911,mi_060cm_2018_45083_m_4508334_se_17_060_20180911_000242.jpg,"[4608, 3584]","[5119, 4095]",7,9
83,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,in,060cm,2018,20180725,16,m_3708704_sw_16_060_20180725,in_060cm_2018_37087_m_3708704_sw_16_060_20180725_000303.jpg,"[6144, 1024]","[6655, 1535]",2,12
84,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,in,060cm,2018,20180725,16,m_3708704_sw_16_060_20180725,in_060cm_2018_37087_m_3708704_sw_16_060_20180725_000467.jpg,"[9216, 8192]","[9727, 8703]",16,18
85,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,in,060cm,2018,20180725,16,m_3708704_sw_16_060_20180725,in_060cm_2018_37087_m_3708704_sw_16_060_20180725_000489.jpg,"[9728, 6656]","[10239, 7167]",13,19
86,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,oh,60cm,2019,20191012,17,m_4108161_nw_17_060_20191012,oh_60cm_2019_41081_m_4108161_nw_17_060_20191012_000010.jpg,"[0, 4608]","[511, 5119]",9,0
87,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,oh,60cm,2019,20191012,17,m_4108161_nw_17_060_20191012,oh_60cm_2019_41081_m_4108161_nw_17_060_20191012_000011.jpg,"[0, 5120]","[511, 5631]",10,0
88,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,oh,60cm,2019,20191012,17,m_4108161_nw_17_060_20191012,oh_60cm_2019_41081_m_4108161_nw_17_060_20191012_000083.jpg,"[1536, 5120]","[2047, 5631]",10,3
89,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,oh,60cm,2019,20191012,17,m_4108161_nw_17_060_20191012,oh_60cm_2019_41081_m_4108161_nw_17_060_20191012_000225.jpg,"[4608, 4096]","[5119, 4607]",8,9
90,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,oh,60cm,2019,20191012,17,m_4108161_nw_17_060_20191012,oh_60cm_2019_41081_m_4108161_nw_17_060_20191012_000245.jpg,"[5120, 2048]","[5631, 2559]",4,10
91,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,oh,60cm,2019,20191012,17,m_4108161_nw_17_060_20191012,oh_60cm_2019_41081_m_4108161_nw_17_060_20191012_000376.jpg,"[7680, 7680]","[8191, 8191]",15,15
92,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20181120,15,m_3209457_nw_15_060_20181120,tx_060cm_2018_32094_m_3209457_nw_15_060_20181120_000060.jpg,"[1024, 5632]","[1535, 6143]",11,2
93,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20181120,15,m_3209457_nw_15_060_20181120,tx_060cm_2018_32094_m_3209457_nw_15_060_20181120_000108.jpg,"[2048, 5632]","[2559, 6143]",11,4
94,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,tx,060cm,2018,20181120,15,m_3209457_nw_15_060_20181120,tx_060cm_2018_32094_m_3209457_nw_15_060_20181120_000109.jpg,"[2048, 6144]","[2559, 6655]",12,4
95,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,me,060cm,2018,20180720,19,m_4406826_ne_19_060_20180720,me_060cm_2018_44068_m_4406826_ne_19_060_20180720_000384.jpg,"[7680, 4096]","[8191, 4607]",8,15
96,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,me,060cm,2018,20180720,19,m_4406826_ne_19_060_20180720,me_060cm_2018_44068_m_4406826_ne_19_060_20180720_000403.jpg,"[8192, 1024]","[8703, 1535]",2,16
97,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,me,060cm,2018,20180720,19,m_4406826_ne_19_060_20180720,me_060cm_2018_44068_m_4406826_ne_19_060_20180720_000404.jpg,"[8192, 1536]","[8703, 2047]",3,16
98,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,me,060cm,2018,20180720,19,m_4406826_ne_19_060_20180720,me_060cm_2018_44068_m_4406826_ne_19_060_20180720_000429.jpg,"[8704, 1536]","[9215, 2047]",3,17
99,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,me,060cm,2018,20180720,19,m_4406826_ne_19_060_20180720,me_060cm_2018_44068_m_4406826_ne_19_060_20180720_000431.jpg,"[8704, 2560]","[9215, 3071]",5,17
100,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,me,060cm,2018,20180720,19,m_4406826_ne_19_060_20180720,me_060cm_2018_44068_m_4406826_ne_19_060_20180720_000452.jpg,"[9216, 512]","[9727, 1023]",1,18
101,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,me,060cm,2018,20180720,19,m_4406826_ne_19_060_20180720,me_060cm_2018_44068_m_4406826_ne_19_060_20180720_000453.jpg,"[9216, 1024]","[9727, 1535]",2,18
102,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,id,60cm,2019,20190718,12,m_4211204_se_12_060_20190718,id_60cm_2019_42112_m_4211204_se_12_060_20190718_000051.jpg,"[1024, 0]","[1535, 511]",0,2
103,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,id,60cm,2019,20190718,12,m_4211204_se_12_060_20190718,id_60cm_2019_42112_m_4211204_se_12_060_20190718_000113.jpg,"[2048, 6144]","[2559, 6655]",12,4
104,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,id,60cm,2019,20190718,12,m_4211204_se_12_060_20190718,id_60cm_2019_42112_m_4211204_se_12_060_20190718_000184.jpg,"[3584, 4096]","[4095, 4607]",8,7
